customer_id,first_name,middle_name,last_name,suffix,email,phone,alternative_phone,address,city,state,zip_code,country,gender,birth_date,created_at,updated_at,is_active,customer_segment,lifetime_value,preferred_language,opt_in_email
CUST-493564-73C6,Maria,FRANCISCO,Khan,,,+1-986-822-5708x051,,994 Mitchell Motorway Apt. 873,Laurachester,AZ,30331,USA,O,2003-10-10,2021-12-11 07:31:38,2023-09-03 17:56:33,1,VIP,5116.4200000000001,EN,1
CUST-493565-7810,Rachel,,Johnson,,tara12@yahoo.com,3739673486,+1-351-995-5433x37296,992 Bryan Lock,Karenport,CA,64587,USA,O,1953-06-29,2024-08-18 06:37:24,2026-05-01 06:46:56,1,VIP,7471.6199999999999,ES,0
CUST-493566-EC81,Frank,Erin,   Hall   ,,mckeejason@gmail.com,838.467.8056x29227,,70935 Walker Mission,West Michaelstad,NE,60340,USA,M,2050-01-01,2024-07-15 03:51:18,2025-01-23 15:50:29,1,VIP,2048.7800000000002,ZH,0
CUST-493567-BA98,Rick,,Booth,,heathermullins@gmail.com,435-633-8550x0267,,508 Hernandez Street,Martinfort,PA,ABCDE,USA,O,1981-11-03,2022-12-06 12:18:21,0000-00-00,1,New,5582.1300000000001,ZH,1
CUST-493568-AA7C,Timothy,Jeffrey,Brown,,nina67@gmail.com,(960)499-7851x150,,147 Blake Underpass,New Robert,HI,33118,USA,U,1936-10-14,2023-01-06 00:30:09,2023-12-02 10:19:58,1,Regular,"1,450.00$",ZH,1
CUST-493569-A6AB,James,Nancy,,,valentinekimberly@gmail.com,805.660.2967x873,,5402 Jennifer Roads,East Gregory,AK,11183,USA,O,2004-02-21,2022-03-21 02:35:23,2025-10-15 15:32:12,0,New,796.16999999999996,ES,0
CUST-493570-5813,Patrick,Michelle,Reeves,,hessjames@gmail.com,(338)873-5344x550,,65476 Moore Trail Apt. 992,Travisshire,NC,04538,USA,U,1988-11-15,2021-08-21 03:26:43,1776-07-04,0,Regular,4436.0900000000001,EN,1
CUST-493571-AC5D,Andrew,Michael,Rosales,,dalvarado@gmail.com,(961)454-7472x98047,,6940 Griffin Mission Apt. 692,Hernandezstad,ID,80302,USA,M,1776-07-04,2023-03-30 15:18:55,2023-05-29 19:51:26,1,Regular,1928.77,EN,0
CUST-493572-B1FB,Nicholas,,Ford,,matthewoliver@yahoo.com,743-246-4299,,60687 Elizabeth Coves Suite 263,Lisaton,MP,ABCDE,USA,M,2007-05-22,2023-05-24 07:58:32,2023-11-03 03:17:55,0,New,6062.6400000000003,ZH,1
CUST-493573-72D8,Morgan,Christian,Robinson,,vpierce@hotmail.com,985-641-3764,,22044 Patricia Mount Apt. 338,Port Ricardo,VT,ABCDE,USA,F,1967-08-18,2022-10-26 21:45:15,2025-08-17 22:04:37,0,VIP,3705.25,EN,0
CUST-493574-F471,Michael,Ryan,Taylor,,zburns@yahoo.com,+1-857-900-6886x65282,239.876.2271,106 Medina Bypass,Lake David,PA,36720,USA,M,1966-10-17,2022-05-25 02:41:56,2022-08-21 17:32:21,0,Regular,2639.25,ZH,0
CUST-493575-A470,Aaron,Katherine,PEREZ,,ojohnson@yahoo.com,,99999,12423 Caroline Plaza Suite 960,South Micheleborough,OK,28123,USA,O,1950-04-29,2023-10-11 22:16:59,2024-05-12 15:26:21,FALSE,New,9325.0799999999999,EN,0
CUST-493576-0632,john,Dalton,Adkins,,kerrisimpson@hotmail.com,707-751-2546x956,805.378.0545x74320,3621 Gina Street,Johnshire,MH,88827,USA,M,1969-04-12,2025-01-19 10:43:30,2026-03-19 05:59:30,1,Regular,,ZH,0
CUST-493577-3C69,Alex,Kristine,Collins,,phubbard@gmail.com,505.863.2061x7689,811.857.6496,0774 Teresa Trace,Hallstad,NV,ABCDE,USA,O,2050-01-01,2023-05-06 17:15:29,2023-09-01 08:09:19,0,VIP,3097.8200000000002,ZH,0
CUST-493578-716E,Kirsten,Karen,,,lucasjoseph@hotmail.com,323.747.5589x13206,424-746-1507x106,00420 Brandon Dam,North Heidiville,AL,92427,USA,U,1940-04-18,2021-11-20 09:07:14,2022-06-29 14:55:36,1,Regular,9232.9699999999993,EN,0
CUST-493579-BDE2,William,Jessica,Sampson,,carrollshawna@hotmail.com,(663)555-9072x98160,,7398 Garner Greens Apt. 735,Port Noahbury,ID,ABCDE,USA,M,1958-02-15,2022-04-10 17:19:28,2022-10-17 04:12:36,1,Regular,6817.25,FR,1
CUST-493580-1869,Richard,,Burton,,francisharris@gmail.com,000-000-0000,,4072 Melissa Crest,North Cody,NC, ,USA,M,1959-04-30,2023-05-02 12:45:39,2024-06-25 14:02:14,1,Regular,NaN,ES,0
CUST-493581-1529,Amanda,Darryl,,,carloskhan@yahoo.com.csv,2005860932,(266)946-7069,74503 Cynthia Oval Suite 390,South Karen,HI,74141,USA,F,1776-07-04,2022-01-04 03:25:52,,0,Regular,444.20999999999998,EN,1
CUST-493582-EADD,Kimberly,none,Rush,,robertsonemily@yahoo.com,545-781-9401x815,99999,96041 Kevin Radial,Port Sergio,WV,67269,USA,F,2050-01-01,2024-11-06 13:35:15,2026-01-25 06:40:38,1,VIP,2771.2800000000002,EN,1
CUST-493583-563E,Michael,Erica,Park,,zdickerson@gmail.com,253.635.5753x56377,,6687 Steven Manor Apt. 469,South Natashaberg,MT,20660,USA,O,1955-08-06,2023-07-26 11:03:26,2024-03-17 15:50:26,0,VIP,5192.4499999999998,EN,1
CUST-493584-6F4C,Julian,,Cline,Sr.,alexandraanthony@yahoo.com,248.820.3402,,54876 Russell Mission Suite 513,South Samuel,FM,85347,USA,O,1939-10-17,2021-09-25 08:36:45,2023-03-25 19:52:32,Y,New,6510.9399999999996,FR,0
CUST-493585-1818,Mark,VINCENT,Daniels,,bennettkatie@yahoo.com,3972302704,,0067 Duncan Passage Apt. 015,North Wendyberg,NH,99999999999,USA,O,1962-10-05,2024-05-30 13:35:15,,0,VIP,,EN,0
CUST-493586-2449,Roger,Christopher,Wilson,Jr.,,001-850-308-8500,,3674 Tammy Lodge,Port Mary,TN,48237,USA,U,1984-05-14,2023-08-26 06:15:59,2025-04-26 04:20:01,1,Churn-Risk,9357.6200000000008,EN,1
CUST-493587-557F,Lauren,Shane,Boyd,,pamela77@yahoo.com,918.619.6289x59982,+1-760-709-7798x36021,937 Jonathan Spring,Curtisland,WY,97090,USA,O,1972-01-31,2022-07-24 23:48:53,2022-10-28 08:57:16,1,Regular,8827.3999999999996,EN,0
CUST-493588-FA17,Michael,,Pena,,pricesandra@hotmail.com,337.790.1583x6640,,6345 Larry Burg,Wilsonberg,IA,35170,USA,U,1958-06-17,2022-11-02 11:34:48,2024-12-01 22:27:00,TRUE,VIP,4182.6599999999999,ZH,1
CUST-493589-C648,Candice,Karen,frazier,,mercadoanne@hotmail.com,5553399168,(437)372-8928,76224 Mary Mission Suite 269,South Coreyton,AL,36708,USA,F,,2022-07-02 22:34:22,2022-09-04 06:04:26,TRUE,Regular,2113.0500000000002,ZH,0
CUST-493590-81D2,Laura,Michele,Parks,,pattylong@gmail.com,(653)484-3206,+1-298-836-9299x42251,7754 Norman Garden,Lake Jonathanhaven,UT,09645,USA,F,1940-03-22,2023-05-27 08:36:03,2050-01-01,1,New,5013.8299999999999,ES,0
CUST-493591-1C26,Leah,,Roberts,,corrupted_email.com,99999,,6282 Green Isle,East Kayleeborough,GA,21846,USA,F,1980-05-15,2024-06-23 12:25:42,2024-10-19 09:30:34,Y,VIP,5201.7700000000004,FR,0
CUST-493592-4A85,Michael,julian,Moody,III,corrupted_email.com,+1-713-804-2662x62719,99999,33722 Owens Light Suite 531,Jacobsonberg,CT,46056,USA,M,2005-05-20,2023-01-03 19:31:25,2025-03-16 04:06:47,0,Churn-Risk,8515.0699999999997,FR,0
CUST-493593-9EB7,Summer,none,Lloyd,,hmorris@yahoo.com,(384)916-2579x409,778-970-8822x31881,56670 Theresa Causeway Suite 825,East Courtneyburgh,KS,54571,USA,F,1941-06-29,2021-12-21 10:59:41,2025-06-18 11:15:09,1,Churn-Risk,2030.72,FR,1
CUST-493594-3770,Tiffany,,Howard,,rickymoore@gmail.com,001-481-921-6701x536,,77770 Warren Unions,Port Matthew,IL,ABCDE,USA,F,,2023-05-27 13:20:13,2023-08-25 12:28:03,1,VIP,89.579999999999998,EN,0
CUST-493595-BE2D,Lisa,Kevin,Gomez,,hamiltonalec@gmail.com,,NOT_PROVIDED,484 Wyatt Common,North Sarahburgh,PW,38111,USA,F,1942-11-16,2022-09-10 03:04:51,2024-09-01 20:10:37,1,Churn-Risk,6155.6199999999999,ES,1
CUST-493596-F168,DARLENE,,Williams,,hcole@hotmail.com,8469028455,,9768 Swanson Bridge Apt. 110,Lake Derekbury,NV,63025,USA,O,1944-03-19,2022-05-29 23:25:09,2023-01-20 10:20:32,1,Churn-Risk,8991.8999999999996,FR,1
CUST-493597-9B1C,Jocelyn,Jeremy,Thomas,,lisa22@hotmail.com,,,017 Acosta Lights Apt. 914,Port Michelleport,MA,49307,USA,U,1942-02-07,2024-03-29 04:51:03,2024-11-06 15:28:01,1,VIP,3828.1999999999998,EN,Y
CUST-493598-E810,Ryan,,Evans,,valerieford@yahoo.com,6706354585,,6661 Dylan Forks,East David,AS,ABCDE,USA,U,1961-07-05,2022-08-02 19:24:26,0000-00-00,1,New,283.07999999999998,FR,0
CUST-493599-D522,Micheal,,Johnson,,victor91@hotmail.com,7928018734,821-927-3013x9377,7279 Eric Crescent,South Stacie,AS,64850,USA,O,2008-06-20,2021-11-20 11:44:53,2026-05-01 16:08:05,1,New,"1,450.00$",EN,1
CUST-493600-64BD,Melissa,Robert,Crosby,,,(784)513-9931x41731,,626 Miller Squares Suite 185,Browntown,MT,76565,USA,O,0000-00-00,2021-11-21 21:43:36,2025-02-09 19:06:11,1,VIP,-150.75,ZH,0
CUST-493601-3A28,michelle,Sarah,Floyd,,mark50@yahoo.com,000-000-0000,,473 Danielle Stravenue Suite 139,North Lawrencefort,OR,08508,USA,U,1957-10-25,2023-06-11 16:48:29,2025-06-05 23:19:23,0,VIP,4806.9499999999998,EN,0
CUST-493602-C413,Amber,Anita,   Torres   ,,zmaynard@yahoo.com,001-555-294-5099x1846,,916 Simpson Points,Ruizport,MA,99999999999,USA,F,1956-11-12,2025-02-11 19:51:30,2025-06-20 09:42:10,1,Regular,4782.1599999999999,ZH,1
CUST-493603-AD46,Noah,Karen,Clark,,robertgray@gmail.com,767.949.1954x69118,,44053 Beck Circles,Thomasburgh,AR,02070,USA,M,1776-07-04,2023-09-16 00:19:10,2024-07-25 01:51:40,0,Churn-Risk,,ES,TRUE
CUST-493604-F9A1,Anne,Jason,Macdonald,,jalexander@gmail.com,777.841.1682x9410,266-377-2177,775 Cassandra Row Suite 985,West Patriciastad,DC,24776,USA,F,1962-07-27,2023-06-01 18:46:19,2024-08-23 21:38:19,0,Regular,9818.2800000000007,FR,0
CUST-493605-A620,Michael,Mario,Dudley,,akane@hotmail.com,(797)752-2188,000-000-0000,0765 Leah Bypass Suite 078,New Joseph,KS,40652,USA,O,1979-11-20,2022-12-16 16:11:35,2023-03-18 20:50:54,N,Regular,4463.5299999999997,ZH,0
CUST-493606-8A07,James,,Hinton,Sr.,youngsharon@yahoo.com,(746)745-3790,001-892-619-0059x41566,739 Steven Tunnel,South Jonathanfurt,AZ,98850,USA,M,2002-02-20,2022-12-22 16:17:43,2024-11-13 20:14:21,0,Regular,7184.6700000000001,EN,1
CUST-493607-C34F,Jennifer,,Roberson,,orobinson@gmail.com,000-000-0000,,9744 Taylor Mills Apt. 297,Brandyburgh,AS,99144,USA,F,1990-02-20,2022-11-13 01:32:10,2025-08-07 14:13:50,0,New,1614.8699999999999,EN,FALSE
CUST-493608-5E27,Sarah,,   Allen   ,Jr.,corrupted_email.com,001-424-800-1114x1365,,83519 Howard Fort Apt. 225,Smithchester,MA,83295,USA,F,1776-07-04,2021-12-16 15:33:27,1776-07-04,Y,Regular,2584.23,FR,0
CUST-493609-D511,Kevin,Amanda,Caldwell,,dpatterson@hotmail.com,(646)605-7488,564-423-2949x71251,605 Alejandro Field Apt. 934,Port Meganmouth,OR,55276,USA,M,1963-11-03,2025-02-03 19:43:20,2025-11-14 21:25:20,0,VIP,906.11000000000001,ZH,0
CUST-493610-B416,Michael,Gary,Jones,,flowersbailey@gmail.com,000-000-0000,(936)448-9379,01004 Wright Point,North Christopherstad,WA, ,USA,U,,2023-08-05 08:03:44,2026-05-11 04:20:31,0,Churn-Risk,8745.4699999999993,FR,1
CUST-493611-DA7B,Christopher,Amber,Pope,,jason74@yahoo.com,NOT_PROVIDED,,14149 Brandy Corners Suite 894,East Paulview,OR,76963,USA,M,1963-03-01,2021-08-12 20:33:51,2022-10-21 22:15:27,1,Churn-Risk,4954.1000000000004,ZH,1
CUST-493612-88C2,Carol,Corey,Hall,Jr.,yvetteelliott@gmail.com,3429124843,,642 Graves Prairie,North Sharonton,IN,ABCDE,USA,F,1959-07-28,2024-01-06 08:21:53,2025-11-01 17:37:08,1,Churn-Risk,7071.8500000000004,FR,TRUE
CUST-493613-615C,Kevin,,Skinner,,tcruz@yahoo.com,6276709886,,2179 Kevin Junction Suite 229,Brentmouth,AL,01648,USA,U,1982-04-29,2022-04-21 12:55:45,2022-05-16 06:08:38,0,New,3416.7199999999998,FR,1
CUST-493614-77AD,Paula,Denise,Larson,,sabrinagates@yahoo.com,+1-851-484-7781x4038,,8615 Brown Mission Apt. 951,Dukebury,TN,84802,USA,F,1944-12-02,2025-05-15 20:45:44,2025-07-21 19:26:57,1,Regular,NaN,ES,0
CUST-493615-91D4,Teresa,Diana,Phelps,,briana36@yahoo.com.csv,000-000-0000,,8317 Mccall Parkway,South Kenneth,CA,92297,USA,F,1943-07-20,2023-07-23 06:16:11,2025-01-09 08:14:40,0,New,9242.6700000000001,EN,Y
CUST-493616-1B6E,Connie,Sheila,Rogers,,linaaron@yahoo.com,847-939-5730,,042 Bernard Shoal,Brendahaven,CO,18758,USA,U,1990-09-12,2022-06-06 14:33:14,2024-01-15 20:31:07,1,VIP,4863.2200000000003,ES,0
CUST-493617-5E8A,John,,chapman,,andrew80@gmail.com,(343)540-1561x6791,,638 Payne Neck,Arthurstad,VT,76668,USA,U,1960-09-12,2024-03-18 05:26:54,2024-04-02 13:37:27,Y,Regular,NaN,ZH,N
CUST-493618-A5CD,Eric,,Livingston,,,508-358-2572,,46400 Stewart Garden Apt. 825,New Nicole,NH,55650,USA,M,0000-00-00,2022-05-03 00:45:29,2024-09-12 14:03:12,1,VIP,,ZH,Y
CUST-493619-CC09,Erica,Jeremy,Reid,,mortega@gmail.com,+1-642-732-6391x1924,,322 Martin Ports Apt. 687,East Ryanland,OK,ABCDE,USA,F,1983-04-07,2022-06-08 09:02:11,2026-06-24 00:48:04,1,Churn-Risk,,EN,0
CUST-493620-9226,Molly,Heather,Johnson,,reyeslisa@yahoo.com,001-856-447-8415x3722,001-260-835-8538x6313,017 Arthur Row,Lake Ambertown,PA,97664,USA,F,0000-00-00,2022-07-27 18:51:29,2022-12-06 06:43:24,1,VIP,6538.6400000000003,ES,1
CUST-493621-9008,TONYA,,Martinez,,julia85@yahoo.com,001-830-616-6568x3990,867-469-8126,9941 John Crest Suite 758,Lake Meaganburgh,IA, ,USA,F,,2023-12-06 10:30:40,2025-05-17 09:15:46,0,Regular,8259.2700000000004,EN,0
CUST-493622-7906,Scott,Eugene,Elliott,,jessicahenderson@gmail.com,(528)335-1350,,4578 Frazier Summit,North Samuelton,CA,46754,USA,M,1960-08-26,2021-07-07 12:03:48,2025-02-24 21:16:54,1,VIP,502.10000000000002,FR,0
CUST-493623-EB90,Jacob,Kristen,Harvey,,weberjustin@hotmail.com,,001-396-517-6539x94054,6022 Anthony Inlet Apt. 294,Hahnbury,NM,50447,USA,O,1985-12-19,2023-09-23 03:18:19,2025-01-25 01:01:14,0,Churn-Risk,6577.6700000000001,ES,1
CUST-493624-B86D,Patrick,Julia,Johnston,Sr.,michelle53@gmail.com,001-634-520-0805,,956 Williams Haven,Port Tonyville,LA,13268,USA,U,1972-07-15,2023-08-05 21:47:20,2024-04-21 16:38:11,1,Regular,4706.7399999999998,EN,0
CUST-493625-D091,Meredith,,Robertson,,andrew85@yahoo.com,(993)385-8005x1187,,5572 Thomas Points,Lake Michaelabury,DC,32746,USA,F,1973-01-21,2022-12-20 11:40:59,2025-11-26 05:36:46,1,Regular,2562.6100000000001,ES,1
CUST-493626-8346,ROBERT,Jennifer,Thomas,,james66@yahoo.com,593.748.1031,(757)397-9726,36902 Hamilton Ports,East Davidmouth,NM,58592,USA,M,1986-04-08,2023-08-05 20:47:26,,1,Regular,2465.9400000000001,EN,Y
CUST-493627-44EF,Robert,Joe,Johnson,,rcarlson@gmail.com,3802755443,,93639 Frank Trafficway Apt. 948,Jacobburgh,NH,99999999999,USA,U,2050-01-01,2023-06-13 19:48:35,2023-11-19 11:35:31,1,New,4263.9200000000001,EN,1
CUST-493628-98B8,Stephanie,David,Phillips,,kingmitchell@gmail.com,526-453-2085x10548,998.291.2149,5866 Edwards Islands Apt. 214,Sarahfurt,MN,65318,USA,U,1981-10-06,2023-03-29 13:28:13,2026-04-11 16:26:26,0,VIP,"1,450.00$",FR,1
CUST-493629-BEE2,James,,   Wheeler   ,,richardlee@hotmail.com,392-992-1607,(435)204-1672x241,341 Nguyen Summit Suite 843,East Daniel,FL, ,USA,U,2050-01-01,2024-02-11 02:41:19,2024-06-08 23:22:57,1,Regular,2192.8200000000002,EN,1
CUST-493630-C445,Kristina,Nathan,Collins,,ztate@hotmail.com,(780)900-7072x6752,,17164 Cannon Junctions,Derekchester,NH,65147,USA,U,1982-03-31,2024-10-05 15:46:37,2025-04-13 11:01:41,1,New,4160.0299999999997,ES,1
CUST-493631-DC96,Maria,Allison,Davis,,troy85@hotmail.com,001-547-962-2286,+1-431-530-9612x6242,2079 Tucker Mountains,East Oliviamouth,AR,98703,USA,F,1998-02-07,2022-03-09 18:12:09,2025-07-15 14:23:47,0,Churn-Risk,2790.5100000000002,FR,1
CUST-493632-47C0,Samantha,Jeffrey,Porter,,scottedwards@hotmail.com,355.841.5707,NOT_PROVIDED,1427 George Run,Lake Markport,MI,11578,USA,O,1964-05-02,2021-12-09 00:38:50,2022-04-20 05:35:53,0,Churn-Risk,9194.6100000000006,EN,0
CUST-493633-9F43,Hannah,Samuel,Woodard,,,+1-555-291-1540x87588,,9636 William Radial Suite 409,Carlsonview,DC,55602,USA,U,1987-03-20,2024-11-01 21:36:20,2025-07-30 03:20:11,1,Churn-Risk,,FR,0
CUST-493634-350C,Candace,Roger,Garcia,,joanna46@gmail.com,756-876-6324,637-544-2936,5506 Hahn Fall Suite 002,Port Jocelynbury,IL,99500,USA,F,2000-11-11,2024-02-16 03:47:50,2024-07-14 19:11:12,1,VIP,"1,450.00$",EN,0
CUST-493635-315C,Katie,Jennifer,Charles,,yvette83@hotmail.com,001-283-896-3213x929,+1-513-425-7561,9364 Garrison Dam,Port Melissaberg,WI,74591,USA,O,2001-11-28,2024-04-17 03:20:36,2026-01-31 05:39:37,TRUE,Churn-Risk,6676.96,ES,1
CUST-493636-023B,Jared,Daniel,Hill,,hcurry@hotmail.com,272-496-5006,,06524 David Spurs Apt. 059,Lake Robert,FL,88047,USA,M,1959-10-06,2023-07-03 04:33:19,2025-04-04 07:49:18,0,New,4302.1999999999998,FR,0
CUST-493637-4F48,BRIAN,Carolyn,Jackson,,ralvarez@gmail.com,(849)627-6293x270,,669 White Flats,Graytown,PR,30574,USA,O,1969-07-12,2025-01-27 06:58:48,2025-04-29 06:57:40,0,Regular,5352.3900000000003,EN,Y
CUST-493638-4CED,Adam,   None   ,Harris,,sarahwinters@hotmail.com,001-617-716-9719x8946,,275 Williams Junctions,Lake Jennifer,PW,94697,USA,M,1960-09-06,2024-03-18 21:07:02,2024-05-15 04:48:34,N,Churn-Risk,4870.9499999999998,ZH,1
CUST-493639-39B4,Todd,Monique,,,catherinejones@yahoo.com,+1-658-716-2076,892.282.5483,9694 Mccarthy Plains Apt. 010,Bentleyside,UT,ABCDE,USA,O,1965-12-26,2022-02-28 21:18:28,2023-05-27 20:24:58,FALSE,VIP,-150.75,EN,1
CUST-493640-451E,WILLIE,Colton,Acosta,Sr.,brooke59@hotmail.com.csv,750.759.4919x704,,856 Joshua Wall Suite 878,Georgebury,VT,72038,USA,M,1993-12-27,2022-01-03 02:01:56,2025-06-24 01:38:57,1,Churn-Risk,7117.1899999999996,FR,0
CUST-493641-8C77,Mark,Alicia,King,,vazquezrandall@gmail.com,791-371-4174,99999,7482 Davis Cape Apt. 391,Lake Sandramouth,SC,ABCDE,USA,U,1937-03-23,2021-07-09 18:07:39,2022-01-06 16:15:49,0,VIP,1936.3499999999999,ES,FALSE
CUST-493642-B044,Lisa,   Linda   ,Brown,,loganlee@hotmail.com,,(908)299-2696,966 John Springs,Watkinsfurt,TX,72276,USA,O,1945-12-04,2022-10-05 01:46:02,2025-01-03 14:19:29,1,Regular,4861.8999999999996,ZH,0
CUST-493643-6FAF,valerie,Nicholas,Ramos,,corrupted_email.com,99999,,902 Andrews Walks,New Lindsey,NY,41536,USA,F,1963-08-23,2022-04-18 14:02:33,2025-09-19 00:57:21,FALSE,Churn-Risk,675.47000000000003,ES,1
CUST-493644-6D8C,cathy,Ricky,Richardson,,,99999,,1714 Meghan Overpass Apt. 409,East Toddland,TX,68272,USA,F,2005-09-24,2023-08-25 23:49:08,2024-10-18 20:47:26,1,Regular,7012.2600000000002,FR,0
CUST-493645-48E9,Brandon,Denise,Cole,,dkelley@hotmail.com,308.567.8425,,6139 Wallace Ports Suite 237,Jenniferland,IL,53580,USA,O,1943-03-15,2022-03-20 15:25:53,2023-03-02 21:49:22,FALSE,New,739.42999999999995,EN,0
CUST-493646-7C1F,Ronald,Adam,Armstrong,,skennedy@yahoo.com,256.665.4546,,79002 Melton Orchard,West Brenda,NV,31897,USA,M,1940-09-26,2022-07-26 23:56:19,2025-01-08 00:03:44,0,Regular,7828.1499999999996,EN,0
CUST-493647-6806,Ian,,Castillo,,millerbrian@gmail.com,(773)316-6089x90232,,366 Lisa Island,Port Jimmy,DC,63855,USA,M,1975-04-20,2024-10-03 16:27:31,2025-09-18 08:46:28,0,VIP,"1,450.00$",FR,1
CUST-493648-5635,Cole,Kenneth,Rivas,,hkelley@yahoo.com,+1-495-430-0735,,5313 Newman Overpass,Macdonaldfort,TN,93590,USA,M,1950-06-24,2022-03-15 01:09:39,2022-04-20 03:01:52,0,New,7942.9300000000003,ZH,0
CUST-493649-49BC,ronald,Thomas,Duffy,,anthonyhernandez@hotmail.com,428-932-1778,,02320 Jasmine Well Apt. 611,New John,DC,08508,USA,O,1943-10-08,2023-07-16 00:04:23,1776-07-04,1,New,2380.1500000000001,ES,0
CUST-493650-E92E,Michael,,Lane,,camposkatelyn@yahoo.com,467.679.1274,5748511881,01087 Brown Isle Suite 037,East Nicole,TN,82887,USA,M,2007-04-25,2024-04-10 12:04:55,1776-07-04,0,VIP,4201.5799999999999,EN,1
CUST-493651-7935,Diane,,Rojas,,corrupted_email.com,+1-485-590-9987x7115,,1466 Tasha Squares Apt. 431,Ericksonberg,NV,55995,USA,U,1963-12-30,2023-06-29 18:29:29,2026-04-21 02:25:13,Y,Regular,9643.5200000000004,FR,1
CUST-493652-5FE5,   Whitney   ,,Arnold,,hcombs@hotmail.com,721-718-2944x7088,,3044 Rebecca Spring Apt. 394,Melissaland,NH,97756,USA,F,1976-04-14,2024-09-26 03:53:11,,1,Regular,7220.3500000000004,ZH,0
CUST-493653-9ABF,Jordan,,Roberts,,ylyons@yahoo.com,818.772.5872x563,306.726.9502x95220,139 Michele Locks Suite 410,Jenniferland,CO,46716,USA,M,1938-01-04,2022-02-04 17:35:56,2024-08-19 19:15:12,1,New,NaN,ZH,0
CUST-493654-EC93,Kyle,Leslie,,,iflowers@hotmail.com,438.851.3025x8682,,476 Herrera Common,Smithbury,CO,57679,USA,U,2006-06-08,2023-02-24 09:34:28,2023-05-24 10:14:09,1,New,7716.4799999999996,FR,0
CUST-493655-223B,Timothy,Justin,Gentry,,jessicacole@gmail.com,8169699855,,781 Yates Extension Apt. 967,New Daniel,GA,65659,USA,O,1776-07-04,2023-01-04 12:20:27,2026-02-22 21:21:55,0,Regular,7187.4499999999998,ZH,1
CUST-493656-CCA6,SCOTT,Jonathan,Mason,,corrupted_email.com,000-000-0000,+1-494-510-3912x1160,2040 Douglas Pass Apt. 952,Johnmouth,VA,99999999999,USA,O,2005-11-16,2022-12-03 11:35:34,2024-03-17 00:43:52,1,VIP,-150.75,ZH,1
CUST-493657-18D5,Kristi,,Cox,,corrupted_email.com,000-000-0000,585-835-4628x9695,11509 Jason Locks,Rebeccaton,ND,51780,USA,F,,2022-07-08 00:31:00,2026-06-19 06:01:55,1,New,3099.3899999999999,ZH,1
CUST-493658-652E,Nathaniel,John,   Garza   ,,kevinhester@yahoo.com,493-254-2523x25996,001-967-696-3792,45651 Simpson Keys,Josephside,MH,68792,USA,U,,2022-12-11 10:47:18,2024-04-25 23:01:21,1,VIP,7899.8900000000003,ZH,1
CUST-493659-5476,Richard,Karen,Williams,,corrupted_email.com,837.451.9438x719,,291 Wilcox Prairie,Priceport,NJ,ABCDE,USA,M,1998-08-13,2024-12-24 15:18:20,2025-06-01 11:46:30,1,Regular,-150.75,EN,0
CUST-493660-5A0D,Ricky,ERIC,Rose,,brian81@hotmail.com,248.556.4941,,5711 Mary Isle Apt. 435,Mullinsberg,NH,82026,USA,M,2005-03-23,2024-11-22 17:07:54,2025-08-06 13:13:15,0,New,,EN,0
CUST-493661-BB78,Kelly,Bruce,Rhodes,,derek76@hotmail.com,+1-455-640-7519x352,530.577.1958x5181,961 Myers Junctions,Clineberg,DE,21035,USA,O,1947-01-26,2023-05-25 06:50:47,2026-05-31 10:12:32,0,New,9706.8999999999996,ZH,0
CUST-493662-E727,Erica,Juan,,,longholly@hotmail.com,(811)415-2925,(664)928-0469x01542,06795 Monica Parkways Suite 716,Jillfort,MP,46440,USA,O,1972-12-03,2023-12-05 07:41:59,2025-09-21 23:55:17,0,Regular,5368.71,FR,1
CUST-493663-402A,ERIC,Tracy,Mitchell,,johnsonluis@hotmail.com,(482)889-7234,,2659 Smith Trail,Thomashaven,IN,58683,USA,U,1957-02-09,2021-09-08 10:05:11,2050-01-01,0,Regular,9259.8299999999999,EN,1
CUST-493664-DE1C,John,,BYRD,,rowepatrick@gmail.com,+1-490-905-8644x40526,,60575 Angela Union Suite 485,Port Janeborough,NE,15395,USA,O,1955-09-09,2025-06-16 03:39:56,2025-11-24 17:46:49,1,Churn-Risk,257.25,ES,0
CUST-493665-7D72,Victoria,Michael,Foster,,alvaradolinda@hotmail.com,(355)318-1799x2372,,8408 James Stream Suite 231,Port George,AL,37896,USA,F,1955-03-21,2022-03-07 05:53:08,2050-01-01,1,New,7585.6700000000001,ZH,0
CUST-493666-320F,DEANNA,Tracy,   Washington   ,,cabreracrystal@yahoo.com,638.848.7008,,99696 Barnes Island Suite 740,North Nicole,MO,02418,USA,U,1958-08-17,2022-09-07 23:53:31,2025-06-15 09:15:21,0,Churn-Risk,1807.04,ZH,0
CUST-493667-6049,Nathan,Andrew,Nelson,,jacksondouglas@gmail.com,984.826.3647,,2944 Vargas Park Apt. 830,North Isabella,MA,06944,USA,M,1953-09-22,2023-10-15 09:57:25,2025-08-19 16:50:28,0,Regular,2261.4000000000001,ZH,1
CUST-493668-046E,Peter,Margaret,Haney,,,424.403.5182x602,345-391-1174,036 Scott Plain,Port Kristenshire,PR,07784,USA,U,1776-07-04,2024-01-18 17:57:42,2025-08-14 02:47:15,0,VIP,1383.0999999999999,FR,Y
